,title,extract,vectored
296,Entry,"Entry may refer to:Entry, West Virginia, an unincorporated community in the United States
Entry (cards), a term used in trick-taking card-games
Entry (economics), a term in connection with markets
Entry (film), a 2013 Indian Malayalam film
Entry, occurrence of a repeated musical theme, especially in a fugue
Atmospheric entry","['entry', -0.29363998770713806, 0.6277300119400024, 0.054409001022577286, 0.11166000366210938, -0.16080999374389648, -0.1638299971818924, -0.6449900269508362, 0.18049000203609467, 0.6393499970436096, -0.1524599939584732, 0.5446900129318237, -0.14560000598430634, 0.13086000084877014, 0.6678100228309631, 0.7443000078201294, 0.07887200266122818, -0.02457199990749359, -0.7474700212478638, -0.08031900227069855, -0.4027400016784668, 0.4544300138950348, -0.8668799996376038, -0.8758100271224976, 0.656440019607544, -0.0736669972538948, -1.2753000259399414, 0.27434998750686646, -0.3217799961566925, -0.08610499650239944, -0.04654499888420105, 2.552799940109253, -0.1710599958896637, -0.8294000029563904, -0.1907700002193451, 0.11672999709844589, -0.08162400126457214, 0.8483399748802185, 0.06470999866724014, -1.0772000551223755, -0.40222999453544617, 0.3203200101852417, -0.4441100060939789, 0.6559600234031677, -0.06593699753284454, -0.5847100019454956, -0.39917001128196716, 0.4840100109577179, 0.3522000014781952, 0.32954999804496765, -0.6240699887275696]"
297,Interaction,"Interaction is action that occurs between two or more objects, with broad use in philosophy and the sciences. It may refer to:","['interaction', 0.8715699911117554, 0.8498200178146362, -0.5022299885749817, 0.7797399759292603, 0.7970200181007385, 0.3518800139427185, 1.0161999464035034, -0.4327299892902374, 0.11045999825000763, 0.6890599727630615, 1.1469000577926636, 0.3275600075721741, 0.361270010471344, 0.5758600234985352, -0.6569300293922424, 0.22809000313282013, 0.15294000506401062, 0.2590399980545044, 0.2649900019168854, -0.4866099953651428, 0.31707000732421875, 0.13437999784946442, 0.13971999287605286, 0.46845000982284546, 1.0144000053405762, 0.06221799924969673, 0.7083200216293335, -0.6118800044059753, 0.11393000185489655, 0.5174000263214111, 2.518699884414673, 0.2709299921989441, -0.03654799982905388, -2.1182000637054443, -0.5406399965286255, -0.11578000336885452, -0.8371899724006653, 0.0010227999882772565, -0.3939099907875061, 0.62117999792099, 0.27643999457359314, -0.40143001079559326, -0.2321999967098236, 0.6577500104904175, 0.3799299895763397, -0.8395500183105469, 1.1937999725341797, 0.2866699993610382, -0.10869000107049942, 0.44130998849868774]"
298,Mixture,"
In chemistry, a mixture is a material made up of two or more different chemical substances which are not chemically bonded. A mixture is the physical combination of two or more substances in which the identities are retained and are mixed in the form of solutions, suspensions and colloids.","['mixture', -0.243259996175766, -0.08388800173997879, -0.9905300140380859, -0.5672000050544739, 0.6788399815559387, 1.201300024986267, 0.6010000109672546, 0.2939099967479706, -0.8393099904060364, 0.7872899770736694, 0.22277000546455383, -0.23000000417232513, 1.1509000062942505, 0.516979992389679, -0.41578999161720276, 0.11264000087976456, 0.43674999475479126, 0.4462999999523163, -0.32078999280929565, -1.1377999782562256, 0.61176997423172, -0.1466899961233139, 1.7660000324249268, 0.529229998588562, 0.010765000246465206, 0.0715389996767044, -0.3166700005531311, 1.0198999643325806, 1.559000015258789, 0.5416899919509888, 2.6851999759674072, -0.2213200032711029, -0.5570300221443176, 0.1262499988079071, -0.151309996843338, 0.622759997844696, -1.0892000198364258, 0.5781499743461609, 0.9811599850654602, -0.19721999764442444, 0.9879500269889832, -0.024708999320864677, -0.6583799719810486, -0.16783000528812408, 0.2651599943637848, 1.398900032043457, 0.5842400193214417, 0.29829999804496765, -0.14584000408649445, -0.7391800284385681]"
299,Preference,"In psychology, economics and philosophy, preference is a technical term usually used in relation to choosing between alternatives. For example, someone prefers A over B if they would rather choose A than B. Preferences are central to decision theory because of this relation to behavior. Some methods such as Ordinal Priority Approach use preference relation for decision-making. As connative states, they are closely related to desires. The difference between the two is that desires are directed at one object while preferences concern a comparison between two alternatives, of which one is preferred to the other.","['preference', -0.3009899854660034, 0.41032999753952026, -0.30340999364852905, -0.06345599889755249, 0.6474699974060059, 0.8415799736976624, 0.01311499997973442, -0.4856399893760681, -0.12501999735832214, 0.1687600016593933, 0.44655999541282654, 0.03448500111699104, 0.9968199729919434, -0.6258599758148193, -0.14858999848365784, 0.2463199943304062, -0.4790099859237671, -0.28940001130104065, 0.5962700247764587, -0.9782000184059143, -0.4263400137424469, -0.17130999267101288, 0.15665000677108765, 0.1638599932193756, 0.058145999908447266, -0.37084001302719116, -0.21703000366687775, -0.05549800023436546, 0.18359999358654022, 0.6266800165176392, 1.8172999620437622, 0.7294399738311768, -0.4580700099468231, -0.49312999844551086, 0.16730999946594238, -0.6644799709320068, -0.29747000336647034, -0.002577299950644374, -0.6949899792671204, -0.6446800231933594, 0.24045999348163605, -0.4028399884700775, -0.21306000649929047, 0.8556299805641174, -0.49792999029159546, -0.353659987449646, -0.28648000955581665, 0.6901699900627136, 0.5145400166511536, 0.16116000711917877]"
300,Region,"In geography, regions, otherwise referred to as zones, lands or territories, are areas that are broadly divided by physical characteristics, human impact characteristics, and the interaction of humanity and the environment. Geographic regions and sub-regions are mostly described by their imprecisely defined, and sometimes transitory boundaries, except in human geography, where jurisdiction areas such as national borders are defined in law.","['region', 0.9845200181007385, 0.20649999380111694, -0.4548400044441223, 0.4124299883842468, -0.5127500295639038, -0.6511399745941162, -0.004544599913060665, 0.2969900071620941, 0.2908099889755249, -0.890749990940094, 0.707360029220581, -1.0687999725341797, 0.5047000050544739, -0.8046200275421143, -0.4343000054359436, 0.6820999979972839, 0.7434499859809875, 0.13157999515533447, -0.03665100038051605, 0.9260799884796143, -0.6378700137138367, -0.7701799869537354, 0.48003000020980835, 0.7165700197219849, -0.22071999311447144, -1.2746000289916992, -0.7922700047492981, 0.4424299895763397, 0.0733409970998764, 0.5656300187110901, 3.828700065612793, 0.3745099902153015, 0.1551000028848648, -0.4857400059700012, 0.09077499806880951, 0.07659900188446045, -1.569700002670288, -0.07376699894666672, -0.2991499900817871, 0.7362300157546997, -0.9551200270652771, 0.6919199824333191, 0.9349600076675415, -1.6181999444961548, -0.5986400246620178, 0.34226998686790466, -0.09933800250291824, 0.5234000086784363, -0.3241400122642517, -0.8108299970626831]"
301,Republic,"A republic is a ""state in which power rests with the people or their representatives; specifically a state without a monarchy"" and also a ""government, or system of government, of such a state."" Previously, especially in the 17th and 18th centuries, the term was used to imply a state with a democratic or representative constitution, but more recently it has also been used of autocratic or dictatorial states not ruled by a monarch. It is now chiefly used to denote any non-monarchical state headed by an elected or appointed president.","['republic', -0.30840998888015747, 0.20701999962329865, -0.0771469995379448, 0.9922900199890137, 0.09585999697446823, 0.11151000112295151, 0.14744000136852264, 0.5199099779129028, -0.7182999849319458, -0.6471999883651733, 1.1962000131607056, -0.7609900236129761, 0.2723099887371063, 0.08797299861907959, 0.36768999695777893, 0.05701199918985367, -0.5106199979782104, -0.25968000292778015, 0.36680999398231506, 1.0683000087738037, -0.5836499929428101, -0.4709799885749817, -0.47047001123428345, 0.3656100034713745, -0.18068000674247742, -1.7992000579833984, 0.192890003323555, -0.5532500147819519, -0.1555899977684021, -0.05482500046491623, 2.821000099182129, 0.1770700067281723, -0.847320020198822, -0.06752300262451172, -0.9384499788284302, -0.03432999923825264, -0.4896700084209442, 0.0998150035738945, -0.7473899722099304, -0.12671999633312225, 0.3955399990081787, 0.418720006942749, 1.225000023841858, -1.881500005722046, -0.9666299819946289, 1.2926000356674194, -0.7360000014305115, -0.11305999755859375, -0.6136000156402588, -1.1601999998092651]"
302,Tradition,"A tradition is a belief or behavior passed down within a group or society with symbolic meaning or special significance with origins in the past. A component of cultural expressions and folklore, common examples include holidays or impractical but socially meaningful clothes, but the idea has also been applied to social norms such as greetings. Traditions can persist and evolve for thousands of years—the word tradition itself derives from the Latin tradere literally meaning to transmit, to hand over, to give for safekeeping. While it is commonly assumed that traditions have an ancient history, many traditions have been invented on purpose, whether that be political or cultural, over short periods of time. Various academic disciplines also use the word in a variety of ways.","['tradition', -0.7275099754333496, 0.8591499924659729, -2.075200080871582, -0.6129000186920166, 0.880810022354126, 0.03602899983525276, -0.4750500023365021, -0.34189000725746155, -0.40011999011039734, 0.4098699986934662, 0.07688400149345398, 0.1832199990749359, 0.3122200071811676, -0.11829999834299088, -0.1422400027513504, -0.1943099945783615, 0.09949000179767609, -0.1257600039243698, 0.06594499945640564, 0.09493900090456009, -0.1598999947309494, 0.07651899755001068, -0.813480019569397, 0.28238001465797424, 0.5163400173187256, -1.2918000221252441, -1.4594000577926636, -0.6037600040435791, -0.0401809997856617, 0.10943999886512756, 2.404599905014038, -0.18208999931812286, -0.34384000301361084, -0.0748089998960495, -0.27761998772621155, -0.09859099984169006, -0.5686100125312805, 0.18723000586032867, -0.6485199928283691, 0.6304100155830383, -0.2557399868965149, -0.4541800022125244, -0.6056299805641174, 0.9330700039863586, 0.07832500338554382, 0.6770099997520447, 0.05364000052213669, -0.24068999290466309, -0.6756500005722046, -1.0298999547958374]"
303,Virus,"A virus is a submicroscopic infectious agent that replicates only inside the living cells of an organism. Viruses infect all life forms, from animals and plants to microorganisms, including bacteria and archaea. Since Dmitri Ivanovsky's 1892 article describing a non-bacterial pathogen infecting tobacco plants and the discovery of the tobacco mosaic virus by Martinus Beijerinck in 1898, more than 9,000 of the millions of virus species have been described in detail. Viruses are found in almost every ecosystem on Earth and are the most numerous type of biological entity. The study of viruses is known as virology, a subspeciality of microbiology.","['virus', 2.091599941253662, -1.3335000276565552, 0.5613899827003479, 0.09867700189352036, -0.16551999747753143, 0.7775700092315674, 0.09293100237846375, -1.01010000705719, 1.9818999767303467, 0.627590000629425, 1.3451000452041626, -0.13846999406814575, 0.5238699913024902, -0.2609100043773651, 0.9318100214004517, 0.2732900083065033, -1.045699954032898, -0.2994999885559082, -0.7625399827957153, 1.0306999683380127, -1.8733999729156494, -0.6287000179290771, 1.3596999645233154, 0.798039972782135, 1.0401999950408936, -1.5094000101089478, 0.17656999826431274, 0.06907399743795395, 0.29997000098228455, -0.1362999975681305, 2.118000030517578, -0.1492999941110611, 0.12157999724149704, -0.8349999785423279, -0.7652199864387512, -0.20413999259471893, 0.2172199934720993, 0.07232099771499634, 0.2709200084209442, -0.16227999329566956, -0.15748000144958496, 0.017376000061631203, 0.6162999868392944, 0.2983599901199341, 1.5981999635696411, 1.0311000347137451, 0.6342999935150146, -0.19243000447750092, 0.46316999197006226, -0.05468299984931946]"
304,Actor,"An actor or actress is a person who portrays a character in a performance. The actor performs ""in the flesh"" in the traditional medium of the theatre or in modern media such as film, radio, and television. The analogous Greek term is ὑποκριτής (hupokritḗs), literally ""one who answers"". The actor's interpretation of a role—the art of acting—pertains to the role played, whether based on a real person or fictional character. This can also be considered an ""actor's role,"" which was called this due to scrolls being used in the theaters. Interpretation occurs even when the actor is ""playing themselves"", as in some forms of experimental performance art.","['actor', -0.6617400050163269, 1.0199999809265137, -0.17757000029087067, -0.31617000699043274, 0.6496999859809875, 1.2122999429702759, -0.2998799979686737, -0.29923000931739807, -0.9875100255012512, 1.0127999782562256, -0.03405100107192993, 0.8403599858283997, -0.27772000432014465, 0.8849400281906128, 1.1327999830245972, -0.5396400094032288, 0.737309992313385, 0.7831599712371826, -1.0973000526428223, 0.2842499911785126, -0.0729760006070137, 1.3213000297546387, 0.09269700199365616, 0.5269100069999695, 0.4576599895954132, -1.374400019645691, -0.4046199917793274, -0.46926000714302063, -0.7102400064468384, 0.2589299976825714, 1.6227999925613403, -0.32047998905181885, 0.6282299757003784, -0.44290998578071594, 0.8183599710464478, 0.5127699971199036, 0.23652000725269318, -0.011359999887645245, -0.4783500134944916, -0.9188100099563599, 0.09902600198984146, 2.2304000854492188, -0.34549999237060547, -1.1816999912261963, -0.6493200063705444, -0.7124199867248535, -0.2732200026512146, -1.0892000198364258, -0.322380006313324, 1.3100999593734741]"
305,Classroom,"A classroom or schoolroom is a learning space in which both children and adults learn. Classrooms are found in educational institutions of all kinds, ranging from preschools to universities, and may also be found in other places where education or training is provided, such as corporations and religious and humanitarian organizations. The classroom provides a space where learning can take place uninterrupted by outside distractions.","['classroom', -0.2631799876689911, 0.27869001030921936, 0.26664999127388, -1.18340003490448, 0.742330014705658, -0.36173000931739807, -0.08453399688005447, -1.0293999910354614, -0.10377000272274017, -0.0611100010573864, -0.684939980506897, -1.0707999467849731, 0.24440999329090118, 0.3271700143814087, -0.03737799823284149, -0.07716500014066696, -0.6685699820518494, 1.0226999521255493, 0.7429100275039673, -0.19413000345230103, 0.7872099876403809, 1.2649999856948853, -0.7690100073814392, 0.3513599932193756, 0.677049994468689, -0.13846999406814575, 0.31068000197410583, -0.2272700071334839, 0.01979600079357624, -0.4625000059604645, 2.1888999938964844, 0.3468100130558014, -0.4496699869632721, -1.2869000434875488, 0.3336000144481659, 1.3020000457763672, 0.7601799964904785, 0.48212000727653503, 0.44516000151634216, 0.27630001306533813, -0.25600001215934753, -0.4627099931240082, -0.42465001344680786, 1.2426999807357788, -0.01720299944281578, -0.22255000472068787, 1.2869000434875488, -0.18445999920368195, -0.01559200044721365, 0.2634899914264679]"
