,title,extract,vectored
240,Depth,Depth(s) may refer to:,"['depth,0.2055400013923645,1.2685999870300293,0.453139990568161,0.4000299870967865,0.42193999886512756,-0.011899000033736229,0.6691200137138367,0.1257299929857254,0.28185001015663147,-0.2868900001049042,-0.14309999346733093,0.07622499763965607,0.07349500060081482,-0.060113001614809036,-0.5064100027084351,-0.4050599932670593,0.4317399859428406,0.10926999896764755,-1.1201000213623047,-0.6617699861526489,-0.48454999923706055,0.7967299818992615,0.9939799904823303,-1.1095000505447388,1.190000057220459,-0.15519000589847565,-0.12616999447345734,0.6107699871063232,0.6283000111579895,0.08129200339317322,2.8129000663757324,-0.02268500067293644,0.6718800067901611,-1.0820000171661377,0.003919200040400028,0.3985700011253357,-0.30717000365257263,-0.015025000087916851,0.061110999435186386,-0.12967999279499054,0.4189299941062927,-0.23589999973773956,0.6769300103187561,0.3786900043487549,-0.9770699739456177,-0.45886000990867615,1.2085000276565552,1.2604999542236328,-0.3483699858188629,0.035934001207351685']"
241,Estate,Estate or The Estate may refer to:,"['estate,0.7533400058746338,0.5705199837684631,-0.15814000368118286,0.26273998618125916,0.2759400010108948,-0.04004000127315521,-1.315999984741211,-0.42737001180648804,-0.32986998558044434,0.02729799970984459,-0.7925699949264526,0.5708699822425842,-0.037964001297950745,-1.3289999961853027,0.45083001255989075,0.6536499857902527,0.45934000611305237,0.1314699947834015,0.4323500096797943,0.13648000359535217,1.6060999631881714,-0.35596001148223877,-1.315500020980835,-0.1993499994277954,-0.8840799927711487,-0.969510018825531,-0.24129000306129456,-0.23231999576091766,0.15895000100135803,0.4973300099372864,2.1826999187469482,-1.0537999868392944,0.9769399762153625,-0.0022718000691384077,0.6279000043869019,-0.18053999543190002,-1.018399953842163,0.18162000179290771,0.8410900235176086,-0.8186399936676025,-0.46691998839378357,-0.1974799931049347,0.1945199966430664,0.7563599944114685,-0.4485900104045868,-0.6723600029945374,-0.8964099884033203,-1.1686999797821045,0.7968999743461609,0.1352500021457672']"
242,Foundation,"Foundation may refer to:Foundation (nonprofit), a type of charitable organization
Foundation, a type of charitable organization in the U.S.
Private foundation, a charitable organization that, while serving a good cause, might not qualify as a public charity by government standards
Foundation (cosmetics), a multi-coloured makeup applied to the face
Foundation (evidence), a legal term
Foundation (engineering), the element of a structure which connects it to the ground, and transfers loads from the structure to the ground","['foundation,0.360509991645813,1.4642000198364258,-0.2992100119590759,0.1732099950313568,0.1385200023651123,0.3996399939060211,-0.8385400176048279,-1.1055999994277954,1.1620999574661255,-0.016462000086903572,0.12081000208854675,0.41019999980926514,-0.23412999510765076,-0.37716999650001526,-0.4452199935913086,-0.2240699976682663,0.5597299933433533,0.3259100019931793,0.5605199933052063,0.7184600234031677,0.3052099943161011,0.434689998626709,-0.6960300207138062,-1.2984999418258667,-0.1411599963903427,-1.066499948501587,-0.5882099866867065,-0.8642500042915344,-1.531000018119812,-0.5725700259208679,2.3306000232696533,-0.09229700267314911,-0.4201200008392334,-0.5258100032806396,-1.3214999437332153,-0.1479099988937378,0.016137000173330307,0.46636998653411865,1.1938999891281128,-0.2971799969673157,0.15453000366687775,-0.8918700218200684,-0.21400000154972076,-0.05686099827289581,0.05515800043940544,0.03657300025224686,-0.8997600078582764,-0.5177500247955322,-0.8076300024986267,0.056164998561143875']"
243,Grandparent,"Grandparents, individually known as grandmother and grandfather, are the parents of a person's father or mother – paternal or maternal. Every sexually-reproducing living organism who is not a genetic chimera has a maximum of four genetic grandparents, eight genetic great-grandparents, sixteen genetic great-great-grandparents, thirty-two genetic great-great-great-grandparents, sixty-four genetic great-great-great-great grandparents, etc. In the history of modern humanity, around 30,000 years ago, the number of modern humans who lived to be a grandparent increased. It is not known for certain what spurred this increase in longevity, but it is generally believed that a key consequence of three generations being alive together was the preservation of information which could otherwise have been lost; an example of this important information might have been where to find water in times of drought.","['grandparent,0.6402599811553955,0.579010009765625,-0.227060005068779,-0.7700700163841248,1.7289999723434448,0.8601300120353699,-0.29385998845100403,0.2534100115299225,0.24121999740600586,0.38071000576019287,0.6232900023460388,0.2875500023365021,1.0636999607086182,0.8154399991035461,0.39827999472618103,0.6161400079727173,-0.683430016040802,-0.14478999376296997,0.9945999979972839,0.9865300059318542,-0.4683400094509125,0.5154399871826172,-1.0521999597549438,1.2160999774932861,0.25137001276016235,-0.13839000463485718,-0.42282000184059143,-1.017899990081787,0.7091299891471863,0.389629989862442,-0.5033400058746338,0.8004900217056274,-0.16357000172138214,0.7378799915313721,0.1904900074005127,-0.30748000741004944,-0.16117000579833984,-0.48247000575065613,0.563510000705719,-0.09164699912071228,0.1029599979519844,-0.42730000615119934,-0.06385699659585953,1.6009000539779663,-0.4077399969100952,0.13157999515533447,-0.02114100009202957,-0.0885469987988472,-0.21371999382972717,0.3405799865722656']"
244,Heart,"The heart is a muscular organ in most animals. This organ pumps blood through the blood vessels of the circulatory system. The pumped blood carries oxygen and nutrients to the body, while carrying metabolic waste such as carbon dioxide to the lungs. In humans, the heart is approximately the size of a closed fist and is located between the lungs, in the middle compartment of the chest.","['heart,0.8310700058937073,0.8935499787330627,-0.15355999767780304,-0.6290599703788757,-0.21051999926567078,1.1232999563217163,0.3657299876213074,0.5253900289535522,0.848580002784729,0.7195000052452087,0.36340001225471497,-0.42949000000953674,-0.2552500069141388,0.09580899775028229,-0.09747599810361862,0.6078500151634216,-0.6107800006866455,0.005743999965488911,-0.20187999308109283,0.39034000039100647,-0.5328400135040283,0.6799799799919128,0.04144199937582016,-0.06315600126981735,0.3896700143814087,-1.8202999830245972,-1.0336999893188477,0.40151000022888184,0.24796999990940094,-0.13606999814510345,2.919800043106079,0.4586699903011322,0.31240999698638916,-0.23788000643253326,-0.27990999817848206,0.12734000384807587,0.922980010509491,0.2459000051021576,1.30239999294281,-0.22880999743938446,-0.3634600043296814,0.08299600332975388,-0.5064600110054016,0.18300999701023102,0.7542200088500977,0.6528699994087219,-0.1255899965763092,-0.753790020942688,-0.3363499939441681,0.0875919982790947']"
245,Perspective,Perspective may refer to:,"['perspective,-0.1435600072145462,0.48219001293182373,-0.6311200261116028,-0.3004400134086609,1.1923999786376953,0.2024500072002411,0.043825000524520874,-0.9535800218582153,-0.18725000321865082,0.19559000432491302,0.13798999786376953,0.17262999713420868,-0.3071199953556061,0.3972499966621399,-0.3755199909210205,0.012112000025808811,0.41982999444007874,-0.2526499927043915,0.2041500061750412,-0.2045300006866455,-0.44020000100135803,0.532230019569397,-0.8029800057411194,0.21987000107765198,1.0638999938964844,-0.7850199937820435,-1.0291999578475952,-0.20937000215053558,0.2707099914550781,0.3347199857234955,2.374300003051758,0.00036611000541597605,0.04536199942231178,-1.326300024986267,-0.7376400232315063,-0.20814000070095062,-0.8561599850654602,0.13367000222206116,-0.29058000445365906,-0.4899600148200989,0.33149999380111694,-0.4542900025844574,0.11503999680280685,0.5169000029563904,-0.25141000747680664,0.04597099870443344,1.0994000434875488,1.0611000061035156,0.230320006608963,0.602429986000061']"
246,Photograph,"A photograph is an image created by light falling on a photosensitive surface, usually photographic film or an electronic image sensor, such as a CCD or a CMOS chip. Most photographs are now created using a smartphone/camera, which uses a lens to focus the scene's visible wavelengths of light into a reproduction of what the human eye would see. The process and practice of creating such images is called photography.","['photograph,-0.05618499964475632,1.0160000324249268,0.4114600121974945,-0.3913100063800812,0.9198600053787231,-0.017666000872850418,-1.0757999420166016,-0.6164600253105164,0.29690998792648315,-0.2931100130081177,-0.05523199960589409,-0.15626999735832214,0.18752999603748322,0.6534900069236755,0.5967199802398682,-0.2364799976348877,-1.1749000549316406,-0.6941499710083008,-0.2496200054883957,-0.32958000898361206,0.25672999024391174,0.6438199877738953,0.16288000345230103,-0.3623799979686737,0.41527000069618225,-1.113700032234192,-1.3141000270843506,0.8557599782943726,0.2621400058269501,-0.5308399796485901,0.8670600056648254,-0.7618899941444397,-0.3523400127887726,-1.180799961090088,-0.5215399861335754,0.7844399809837341,0.5795199871063232,0.0995590016245842,-1.003000020980835,-0.6442899703979492,1.0144000053405762,0.2879300117492676,-0.04956899955868721,-0.2948000133037567,0.2798199951648712,-0.7367299795150757,0.10894999653100967,-0.7937099933624268,0.30583998560905457,-0.7108500003814697']"
247,Recipe,"A recipe is a set of instructions that describes how to prepare or make something, especially a dish of prepared food. A sub-recipe or subrecipe is a recipe for an ingredient that will be called for in the instructions for the main recipe.","['recipe,0.36087000370025635,0.5252000093460083,-1.042199969291687,0.22506999969482422,0.7622100114822388,0.43647998571395874,-0.5808799862861633,-0.024953000247478485,0.47475001215934753,0.21833999454975128,-0.9867900013923645,0.5562199950218201,1.1517000198364258,0.28575998544692993,0.7622900009155273,-0.269320011138916,-0.6742200255393982,-0.577530026435852,0.7105399966239929,-0.2171500027179718,0.39458000659942627,-0.6610100269317627,1.1425000429153442,0.6972799897193909,0.39504000544548035,-0.6014699935913086,-1.2806999683380127,0.11960999667644501,1.163699984550476,-0.3734700083732605,1.7467999458312988,-0.722599983215332,-1.1654000282287598,1.1485999822616577,0.28591999411582947,0.1479800045490265,-0.5728499889373779,1.1611000299453735,0.7447400093078613,-0.5471799969673157,1.2180999517440796,0.30803000926971436,-0.3912999927997589,-0.019589999690651894,0.3647499978542328,1.30649995803833,0.9440299868583679,0.56427001953125,0.10379000008106232,0.8258799910545349']"
248,Studio,"A studio is an artist or worker's workroom. This can be for the purpose of acting, architecture, painting, pottery (ceramics), sculpture, origami, woodworking, scrapbooking, photography, graphic design, filmmaking, animation, industrial design, radio or television production broadcasting or the making of music. The term is also used for the workroom of dancers, often specified to dance studio.","['studio,0.13278000056743622,0.03700200095772743,0.07080800086259842,-0.015382999554276466,0.00917080044746399,-0.5149499773979187,-1.2940000295639038,-0.2219099998474121,-0.25567999482154846,1.0658999681472778,0.23543000221252441,-0.02538600005209446,-0.5996900200843811,1.089400053024292,0.3249000012874603,-0.0665690004825592,0.01889899931848049,0.5896499752998352,-0.22606000304222107,-0.2703000009059906,1.26010000705719,0.6838099956512451,-0.27079999446868896,0.5044900178909302,-0.3804599940776825,-0.023634999990463257,-1.2996000051498413,0.07179400324821472,-0.33899998664855957,-0.8551999926567078,2.692500114440918,-0.9172300100326538,0.4112200140953064,-0.5099599957466125,0.011401000432670116,0.46919000148773193,0.8942899703979492,0.12466999888420105,-0.013540999963879585,-0.7643600106239319,0.1895499974489212,-0.37470000982284546,-0.8988800048828125,-0.7774400115013123,-0.5425000190734863,-0.019379999488592148,0.092569999396801,-1.3590999841690063,-1.0342999696731567,0.7596399784088135']"
249,Topic,"Topic, topics, TOPIC, topical, or topicality may refer to:","['topic,-0.04278000071644783,0.79271000623703,-0.7008699774742126,-0.023486999794840813,0.24581000208854675,0.2441300004720688,-0.10712999850511551,-0.5189399719238281,-0.1738699972629547,-0.15820999443531036,-0.9039199948310852,-0.3375299870967865,-0.13262000679969788,0.6705099940299988,0.9345700144767761,0.04638800024986267,-0.26368001103401184,-0.2365500032901764,0.8088399767875671,0.10480000078678131,0.43985000252723694,-0.06890899688005447,0.8377299904823303,1.0383000373840332,1.0377999544143677,-1.0608999729156494,-0.01539199985563755,0.391620010137558,-0.11749999970197678,0.40643998980522156,1.9836000204086304,-0.4152500033378601,-0.05087700113654137,-1.232100009918213,-0.6907899975776672,-0.35600998997688293,-0.7554900050163269,0.9466800093650818,-0.8422499895095825,0.09513399749994278,-0.09217700362205505,-0.13832999765872955,-0.30647000670433044,0.897849977016449,0.07158300280570984,0.3108299970626831,0.8858500123023987,1.1397000551223755,-0.19137999415397644,0.2739199995994568']"
